Ad,Adres,Telefon,E-posta,Web Sitesi,Google Maps Link
Cafe Cambridge,"Osmanağa, Kıvanç Sk. 10/A, 34714 Kadıköy/İstanbul",0545 532 34 35,,http://www.cafecambridge.com.tr/,https://www.google.com/maps/place/Cafe+Cambridge/data=!4m7!3m6!1s0x14cab8692b01e9f3:0x4870cd2e4ff9e19c!8m2!3d40.992347!4d29.0284226!16s%2Fg%2F11g6nkj8ps!19sChIJ8-kBK2m4yhQRnOH5Ty7NcEg?authuser=0&hl=tr&rclk=1
Neni Brasserie,"Caddebostan, Haldun Taner Sk. No:7 D:1, 34728 Kadıköy/İstanbul",0533 380 38 56,,http://www.nenibrasserie.com/,https://www.google.com/maps/place/Neni+Brasserie/data=!4m7!3m6!1s0x14cac77443a41b41:0x7b59426b2ba77c3f!8m2!3d40.9671797!4d29.0654234!16s%2Fg%2F11gb3syq4l!19sChIJQRukQ3THyhQRP3ynK2tCWXs?authuser=0&hl=tr&rclk=1
Tavacı Recep Usta Bostancı - İstanbul,"Altıntepe, Bağdat Cad. No:6, 34840 Maltepe/İstanbul",(0216) 367 19 78,,http://www.tavacirecepusta.com.tr/,https://www.google.com/maps/place/Tavac%C4%B1+Recep+Usta+Bostanc%C4%B1+-+%C4%B0stanbul/data=!4m7!3m6!1s0x14cac6e3342e1433:0x556ea830f01a7c53!8m2!3d40.9523258!4d29.0969059!16s%2Fg%2F11dfl9n49f!19sChIJMxQuNOPGyhQRU3wa8DCoblU?authuser=0&hl=tr&rclk=1
Şiraz Kadıköy,"Caferağa, Sarraf Ali Sk. 7A, 34710 Kadıköy/İstanbul",0506 302 81 88,,N/A,https://www.google.com/maps/place/%C5%9Eiraz+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab98a3aa101d5:0x10fd9fbd16051942!8m2!3d40.9877369!4d29.0249271!16s%2Fg%2F11j4fnf4vt!19sChIJ1QGhOoq5yhQRQhkFFr2f_RA?authuser=0&hl=tr&rclk=1
Tepsi Et Zeytinburnu,"Seyitnizam, Mevlana Cd. No:81-83/D, 34015 Zeytinburnu/İstanbul",(0212) 415 33 22,,https://www.tepsiet.com/,https://www.google.com/maps/place/Tepsi+Et+Zeytinburnu/data=!4m7!3m6!1s0x14cabb027147e5bf:0xada76f7f93a0a0b8!8m2!3d41.009301!4d28.906384!16s%2Fg%2F11h1z7v3c9!19sChIJv-VHcQK7yhQRuKCgk39vp60?authuser=0&hl=tr&rclk=1
Maşuk Devr-i Meyhane,"Osmanağa, Karadut Sk. No:17/A, 34714 Kadıköy/İstanbul",0532 502 17 74,,http://instagram.com/masukdevrimeyhane,https://www.google.com/maps/place/Ma%C5%9Fuk+Devr-i+Meyhane/data=!4m7!3m6!1s0x14cab8667cc9a2af:0xfba3f43b547937c!8m2!3d40.990631!4d29.0307813!16s%2Fg%2F11clz455tm!19sChIJr6LJfGa4yhQRfJNHtUM_ug8?authuser=0&hl=tr&rclk=1
Suflör Kadıköy,"Osmanağa, Nihal Sk. No:5/a, 34714 Kadıköy/İstanbul",(0216) 550 24 44,,http://www.instagram.com/suflorkadikoy/,https://www.google.com/maps/place/Sufl%C3%B6r+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab98c7222d6bf:0xda9b6be121c3e1e0!8m2!3d40.9893204!4d29.0298078!16s%2Fg%2F11fmvdbwrf!19sChIJv9Yicoy5yhQR4OHDIeFrm9o?authuser=0&hl=tr&rclk=1
Montag Coffee Kadıköy,"Caferağa, Muvakkıthane Cd. No:16/A Kat:1, 34710, 34710 Kadıköy/İstanbul",0850 582 0747,,https://montagcoffee.com/,https://www.google.com/maps/place/Montag+Coffee+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab867ec2a7e8b:0xfdc0dc75df1d4436!8m2!3d40.9900393!4d29.0242324!16s%2Fg%2F11clvn9v__!19sChIJi34q7Ge4yhQRNkQd33XcwP0?authuser=0&hl=tr&rclk=1
Aşiyan Restaurant,"Caferağa, Neşet Ömer Sk. no:5-7 D:2, 34710 Kadıköy/İstanbul",0532 493 24 08,,https://instagram.com/asiyan.restaurant,https://www.google.com/maps/place/A%C5%9Fiyan+Restaurant/data=!4m7!3m6!1s0x14cab8663df9234f:0x883163aebae16a2c!8m2!3d40.9896202!4d29.0227298!16s%2Fg%2F11fxc8sjdg!19sChIJTyP5PWa4yhQRLGrhuq5jMYg?authuser=0&hl=tr&rclk=1
"Vera ""Ocakbaşı""","Osmanağa, Serasker Caddesi/Mimar Çıkmazı 6/1, 34714 Kadıköy/İstanbul",0532 172 47 27,,N/A,https://www.google.com/maps/place/Vera+%22Ocakba%C5%9F%C4%B1%22/data=!4m7!3m6!1s0x14cab86600dc73b9:0x143316fa1b51be48!8m2!3d40.9894368!4d29.0283431!16s%2Fg%2F11cltwkbzp!19sChIJuXPcAGa4yhQRSL5RG_oWMxQ?authuser=0&hl=tr&rclk=1
Kadiköy Lahmacun Dükkani,"Rasimpaşa, Bayram Yeri Sk., 34716 Kadıköy/İstanbul",(0216) 302 73 73,,http://www.lahmacundukkani.com.tr/,https://www.google.com/maps/place/Kadik%C3%B6y+Lahmacun+D%C3%BCkkani/data=!4m7!3m6!1s0x14cab86f18dd0105:0xea5cb3af8393b734!8m2!3d40.9913968!4d29.0301372!16s%2Fg%2F11ggt1qrt5!19sChIJBQHdGG-4yhQRNLeTg6-zXOo?authuser=0&hl=tr&rclk=1
Müjgan Meyhane Kadıköy,"Osmanağa, Ziya Bey Sk. 7/A, 34714 Kadıköy/İstanbul",0541 113 19 38,,https://instagram.com/kadikoymujganmeyhanesi?utm_medium=copy_link,https://www.google.com/maps/place/M%C3%BCjgan+Meyhane+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab8660eaa3f01:0x5db5ef3340555a96!8m2!3d40.9891099!4d29.0281668!16s%2Fg%2F11bym_z2vr!19sChIJAT-qDma4yhQRllpVQDPvtV0?authuser=0&hl=tr&rclk=1
cafeMU,"Rasimpaşa, Karakolhane Cd. 46/A, 34716 Kadıköy/İstanbul",(0216) 337 53 57,,http://www.instagram.com/cafemu.yeldegirmeni,https://www.google.com/maps/place/cafeMU/data=!4m7!3m6!1s0x14cab86c1224e443:0x439000a4c9adf90f!8m2!3d40.9952181!4d29.0293972!16s%2Fg%2F11clyz2qpk!19sChIJQ-QkEmy4yhQRD_mtyaQAkEM?authuser=0&hl=tr&rclk=1
Cafe Jêle,"Osmanağa, Ali Suavi Sk. 22/A, 34714 Kadıköy/İstanbul",0543 177 03 23,,https://instagram.com/cafejele,https://www.google.com/maps/place/Cafe+J%C3%AAle/data=!4m7!3m6!1s0x14cab8658b3cb18f:0x2d58eff231aa148b!8m2!3d40.9891887!4d29.0302677!16s%2Fg%2F11dxd0_1wy!19sChIJj7E8i2W4yhQRixSqMfLvWC0?authuser=0&hl=tr&rclk=1
Kebapçı İskender - İskender İskenderoğlu,"Caferağa, Albay Faik Sözdener Cd. No:3, 34710 Kadıköy/İstanbul",(0216) 336 07 77,,https://www.iskenderiskenderoglu.com.tr/,https://www.google.com/maps/place/Kebap%C3%A7%C4%B1+%C4%B0skender+-+%C4%B0skender+%C4%B0skendero%C4%9Flu/data=!4m7!3m6!1s0x14cab8684121a92f:0xf92cbed746164bfa!8m2!3d40.990202!4d29.022955!16s%2Fg%2F1tr6plvv!19sChIJL6khQWi4yhQR-ksWRte-LPk?authuser=0&hl=tr&rclk=1
Sopung Kore Kadıköy,"SOPUNG KOREAN RESTAURNT, Osmanağa, Kırtasiyeci Sk. 46/6, 34714 Kadıköy/İstanbul",0506 344 37 51,,https://www.instagram.com/p/BeDj35gFC0Q/,https://www.google.com/maps/place/Sopung+Kore+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab86670ffac63:0x8c7ce764197dd261!8m2!3d40.9899918!4d29.0286098!16s%2Fg%2F11g02189f8!19sChIJY6z_cGa4yhQRYdJ9GWTnfIw?authuser=0&hl=tr&rclk=1
Gültekinler Et Izgara,"Sahrayı Cedit, Mümin Deresi Sk No:30, 34734 Kadıköy/İstanbul",(0216) 355 50 50,,N/A,https://www.google.com/maps/place/G%C3%BCltekinler+Et+Izgara/data=!4m7!3m6!1s0x14cac7c97cf653f7:0x80b0817259a77f50!8m2!3d40.9858333!4d29.0863889!16s%2Fg%2F11c0r2c5kn!19sChIJ91P2fMnHyhQRUH-nWXKBsIA?authuser=0&hl=tr&rclk=1
Espressolab Kadıköy,"Caferağa, Muvakkıthane Cd. No:7, 34710 Kadıköy/İstanbul",444 8 464,,https://www.espressolab.com/subeler/kadikoy/,https://www.google.com/maps/place/Espressolab+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab9d990afe8f1:0x1dd221da1b5f0b62!8m2!3d40.9904459!4d29.0237651!16s%2Fg%2F11hsxbq5y3!19sChIJ8eivkNm5yhQRYgtfG9oh0h0?authuser=0&hl=tr&rclk=1
Borsam Taşfırın Bahariye,"Osmanağa, Serasker Cd. No:78, 34714 Kadıköy/İstanbul",(0216) 349 43 23,,N/A,https://www.google.com/maps/place/Borsam+Ta%C5%9Ff%C4%B1r%C4%B1n+Bahariye/data=!4m7!3m6!1s0x14cacf7309948121:0x487c1330925a7567!8m2!3d40.9895904!4d29.0270047!16s%2Fg%2F1td3bfyb!19sChIJIYGUCXPPyhQRZ3VakjATfEg?authuser=0&hl=tr&rclk=1
Sahan,"Caddebostan, Plaj Yolu Sk. No: 21/A, 34740 Kadıköy/İstanbul",(0216) 358 01 69,info@sahan.com,http://www.sahan.com/,https://www.google.com/maps/place/Sahan/data=!4m7!3m6!1s0x14cac77153499c0f:0x5b0c8dcd69616549!8m2!3d40.966539!4d29.0632381!16s%2Fg%2F1tp68rjr!19sChIJD5xJU3HHyhQRSWVhac2NDFs?authuser=0&hl=tr&rclk=1
THE WOKSHOP,"Osmanağa Mahallesi Rıhtım Caddesi, Yoğurtçu Şükrü Sk. No:3A, 34744 Kadıköy/İstanbul",0552 575 15 55,,http://thewokshop.com.tr/,https://www.google.com/maps/place/THE+WOKSHOP/data=!4m7!3m6!1s0x14cab9286321c1e9:0x398830a1b5daf2ce!8m2!3d40.9924926!4d29.0251937!16s%2Fg%2F11rl4vrxyn!19sChIJ6cEhYyi5yhQRzvLataEwiDk?authuser=0&hl=tr&rclk=1
Story Kahve & Yemek,"Caferağa, Dalga Sk. No:22, 34710 Kadıköy/İstanbul",0530 953 73 79,,https://storyroasters.com/,https://www.google.com/maps/place/Story+Kahve+%26+Yemek/data=!4m7!3m6!1s0x14cab860dfb8c741:0x6b7cb3ccea755c2a!8m2!3d40.984988!4d29.0255081!16s%2Fg%2F11c6fgd4_h!19sChIJQce432C4yhQRKlx16syzfGs?authuser=0&hl=tr&rclk=1
Küp Saklı Bahçe Kadıköy,"Caferağa, Güneşli Bahçe Sok no 47, 34710 Kadıköy/İstanbul",(0216) 347 86 94,,N/A,https://www.google.com/maps/place/K%C3%BCp+Sakl%C4%B1+Bah%C3%A7e+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab867cfd5fdd1:0xac9bfaca57b3a9ed!8m2!3d40.9887471!4d29.0240439!16s%2Fg%2F1tfz7hyv!19sChIJ0f3Vz2e4yhQR7amzV8r6m6w?authuser=0&hl=tr&rclk=1
Rota Restaurant,"Caferağa, Güneşli Bahçe Sok No:29/A D:1, 34710 Kadıköy/İstanbul",(0216) 330 71 44,,N/A,https://www.google.com/maps/place/Rota+Restaurant/data=!4m7!3m6!1s0x14cab867b8f481c9:0xb75b1a87da4afe08!8m2!3d40.989689!4d29.024694!16s%2Fg%2F11bychbb68!19sChIJyYH0uGe4yhQRCP5K2ocaW7c?authuser=0&hl=tr&rclk=1
Coffee Pots,"Caferağa Mah. Moda Cad. 23/1B | Kadıköy, 34710 Kadıköy/İstanbul",,,https://www.instagram.com/coffee.pots/,https://www.google.com/maps/place/Coffee+Pots/data=!4m7!3m6!1s0x14cab867a88ebcb9:0xaeb739f9684a2b1e!8m2!3d40.9886246!4d29.0249971!16s%2Fg%2F11dylvgl6q!19sChIJubyOqGe4yhQRHitKaPk5t64?authuser=0&hl=tr&rclk=1
Kediköy Fal Kafe,"Osmanağa, Arayıcıbaşı Sk. No:33, 34714 Kadıköy/İstanbul",0541 198 69 31,,N/A,https://www.google.com/maps/place/Kedik%C3%B6y+Fal+Kafe/data=!4m7!3m6!1s0x14cab9a46ae37e9d:0x498dcc2da2a6834!8m2!3d40.9892571!4d29.0272852!16s%2Fg%2F11h47vyhs_!19sChIJnX7jaqS5yhQRNGgq2sLcmAQ?authuser=0&hl=tr&rclk=1
Cadıköy Cafe,"Osmanağa, Arayıcıbaşı Sk. no :22, 34714 Kadıköy/İstanbul",0505 507 22 34,"mail@cadikoy.com.tr, franchise@cadikoy.com.tr",http://www.cadikoy.com.tr/,https://www.google.com/maps/place/Cad%C4%B1k%C3%B6y+Cafe/data=!4m7!3m6!1s0x14cab8666b50de31:0x4408727f5838820!8m2!3d40.9889811!4d29.0274708!16s%2Fg%2F11bxfy0tch!19sChIJMd5Qa2a4yhQRIIiD9SeHQAQ?authuser=0&hl=tr&rclk=1
Kipos Balık - Ayvalık Cunda Mutfağı,"cenapşahabettin, Koşuyolu, Cenap Şahabettin Sokağı No:128, 34718 Kadıköy/İstanbul",(0216) 340 84 54,,http://www.kiposbalik.com/,https://www.google.com/maps/place/Kipos+Bal%C4%B1k+-+Ayval%C4%B1k+Cunda+Mutfa%C4%9F%C4%B1/data=!4m7!3m6!1s0x14cab8100bef5463:0x4f279d0ec3e48ebf!8m2!3d41.006923!4d29.033276!16s%2Fg%2F1tjbcf6h!19sChIJY1TvCxC4yhQRv47kww6dJ08?authuser=0&hl=tr&rclk=1
sakman,"Osmanağa, Ali Suavi Sk. No:5, 34714 Kadıköy/İstanbul",(0216) 449 00 49,"beste@vedatsakman.com, bestesakmann@hotmail.com",http://www.sakmanistanbul.com/,https://www.google.com/maps/place/sakman/data=!4m7!3m6!1s0x14cab85e0a4858e5:0x39f46b5d1f6f50dc!8m2!3d40.9894062!4d29.0298869!16s%2Fg%2F1hc5282vj!19sChIJ5VhICl64yhQR3FBvH11r9Dk?authuser=0&hl=tr&rclk=1
Hood,"DoubleTree by Hilton Istanbul Moda, Caferağa Mahallesi, Albay Faik Sözdener Cd. No:31 Kat:12 Moda, 34710 Kadıköy/İstanbul",(0216) 542 43 55,,N/A,https://www.google.com/maps/place/Hood/data=!4m7!3m6!1s0x14cab85dc0ae8e6f:0xf8be80db9146925f!8m2!3d40.988304!4d29.021372!16s%2Fg%2F11fz26wm_r!19sChIJb46uwF24yhQRX5JGkduAvvg?authuser=0&hl=tr&rclk=1
Vagabond Coffee Bar,"Caddebostan, Caddebostan İskele Sk., 34728 Kadıköy/İstanbul",0532 315 43 31,,N/A,https://www.google.com/maps/place/Vagabond+Coffee+Bar/data=!4m7!3m6!1s0x14cac774c1e3b7a5:0xe0710fa84654190b!8m2!3d40.9665625!4d29.0678252!16s%2Fg%2F11c5_rrx8f!19sChIJpbfjwXTHyhQRCxlURqgPceA?authuser=0&hl=tr&rclk=1
Hamsi Pub Et & Balık,"Caferağa, Güneşli Bahçe Sok 22-33, 34710 Kadıköy/İstanbul",0530 080 43 72,,N/A,https://www.google.com/maps/place/Hamsi+Pub+Et+%26+Bal%C4%B1k/data=!4m7!3m6!1s0x14cacf00f1cf2b3f:0xcb4daaa158c2db14!8m2!3d40.9895757!4d29.0246315!16s%2Fg%2F1tf4tmbh!19sChIJPyvP8QDPyhQRFNvCWKGqTcs?authuser=0&hl=tr&rclk=1
My Chef,"Caferağa, Sakız Gülü Sk. No:24, 34710 Kadıköy/İstanbul",(0216) 330 45 87,"lodash@4.17.21, focus-within-polyfill@5.0.9, react-dom@18.3.1, core-js-bundle@3.2.1, react@18.3.1, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com",http://www.my-chef.com.tr/,https://www.google.com/maps/place/My+Chef/data=!4m7!3m6!1s0x14cab8668e17ca43:0x6a991ac93255a06b!8m2!3d40.9872744!4d29.0275117!16s%2Fg%2F1q66z2qvd!19sChIJQ8oXjma4yhQRa6BVMskamWo?authuser=0&hl=tr&rclk=1
Pasifik Pastanesi,"Caferağa, Moda Cd. No:76, 34710 Kadıköy/İstanbul",(0216) 346 14 30,,http://www.pasifikpastanesi.com/,https://www.google.com/maps/place/Pasifik+Pastanesi/data=!4m7!3m6!1s0x14cab8671c14c125:0x5d53abdbe2fe72e7!8m2!3d40.986325!4d29.025298!16s%2Fg%2F1td108sb!19sChIJJcEUHGe4yhQR53L-4turU10?authuser=0&hl=tr&rclk=1
Cafe London sahrayıcedit,"Saadet Apt, Sahrayı Cedit, Atatürk Cd. No:23, 34734 Kadıköy/İstanbul",(0216) 467 40 70,,N/A,https://www.google.com/maps/place/Cafe+London+sahray%C4%B1cedit/data=!4m7!3m6!1s0x14cac7b70ef42f5f:0x11a03f6a1ebb7be6!8m2!3d40.9814934!4d29.0823878!16s%2Fg%2F1tdsm92r!19sChIJXy_0DrfHyhQR5nu7Hmo_oBE?authuser=0&hl=tr&rclk=1
Ciğerci hulusi,"Caferağa, Misbah Muayyeş Sk., 34710 Kadıköy/İstanbul",(0216) 336 11 23,,N/A,https://www.google.com/maps/place/Ci%C4%9Ferci+hulusi/data=!4m7!3m6!1s0x14cab85d80f4cee5:0xfb361fb7ea8815b0!8m2!3d40.9888913!4d29.0225429!16s%2Fg%2F1tcvllpb!19sChIJ5c70gF24yhQRsBWI6rcfNvs?authuser=0&hl=tr&rclk=1
"Kadıköy İskele, Beltur","Vapur İskelesi, Karaköy - Eminönünü, Rıhtım Cd., 34714 Kadıköy/İstanbul",444 6 644,beltur-logo-white@2x.png,http://www.beltur.istanbul/,"https://www.google.com/maps/place/Kad%C4%B1k%C3%B6y+%C4%B0skele,+Beltur/data=!4m7!3m6!1s0x14cab86823eb2cd7:0x1eb32cc1da05ef10!8m2!3d40.9929938!4d29.0226827!16s%2Fg%2F11dyrc7cdq!19sChIJ1yzrI2i4yhQREO8F2sEssx4?authuser=0&hl=tr&rclk=1"
Piraye Kafe,"Osmanağa, Ali Suavi Sk. No:7, 34714 Kadıköy/İstanbul",(0216) 414 15 21,nhkmpirayecafe@gmail.com,https://www.meyhankoli.com/restoran/istanbul-kadikoy-piraye-kafe-1625,https://www.google.com/maps/place/Piraye+Kafe/data=!4m7!3m6!1s0x14cab8658a6c897d:0x50468dece187c3d!8m2!3d40.9893653!4d29.030447!16s%2Fg%2F11c3ynp4vj!19sChIJfYlsimW4yhQRPXwYzt5oBAU?authuser=0&hl=tr&rclk=1
Kadı Lokantası,"Osmanağa, Halitağa Cd. No:44, 34714 Kadıköy/İstanbul",(0216) 449 27 17,,N/A,https://www.google.com/maps/place/Kad%C4%B1+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cab86e95067261:0x9ece8f75cd84d228!8m2!3d40.9930068!4d29.0301202!16s%2Fg%2F1jky6t1g4!19sChIJYXIGlW64yhQRKNKEzXWPzp4?authuser=0&hl=tr&rclk=1
Basta Neo Bistro,"Caddebostan, Operatör Cemil Topuzlu Cd. No:39, 34728 Kadıköy/İstanbul",(0216) 755 77 50,,N/A,https://www.google.com/maps/place/Basta+Neo+Bistro/data=!4m7!3m6!1s0x14cac772a31b6cb1:0xb3d91321d718b646!8m2!3d40.971422!4d29.0524539!16s%2Fg%2F11pqr8g535!19sChIJsWwbo3LHyhQRRrYY1yET2bM?authuser=0&hl=tr&rclk=1
Saiko Sushi | Kadıköy,"Caferağa, Ruşen Ağa Sk. No:14/B, 34744 Kadıköy/İstanbul",0542 155 62 54,,N/A,https://www.google.com/maps/place/Saiko+Sushi+%7C+Kad%C4%B1k%C3%B6y/data=!4m7!3m6!1s0x14cab91fa3abfceb:0xcab65d147d9946cb!8m2!3d40.9845489!4d29.0261847!16s%2Fg%2F11px36nr74!19sChIJ6_yrox-5yhQRy0aZfRRdtso?authuser=0&hl=tr&rclk=1
Filtre Coffee Shop,"Kozyatağı, Oral Sk. No:8-10 A, 34742 Kadıköy/İstanbul",0533 160 37 22,,http://www.filtrecoffeeshop.com/,https://www.google.com/maps/place/Filtre+Coffee+Shop/data=!4m7!3m6!1s0x14cac7abc12ea3f7:0x86ffbfa2c7c20646!8m2!3d40.967461!4d29.087964!16s%2Fg%2F11f57syc90!19sChIJ96MuwavHyhQRRgbCx6K__4Y?authuser=0&hl=tr&rclk=1
Black House Moda,"Moda Caddesi, Ferit Tek Sok. No: 46/A, 34710 Kadıköy",(0216) 318 39 47,,https://www.instagram.com/blackhousemoda,https://www.google.com/maps/place/Black+House+Moda/data=!4m7!3m6!1s0x14cab8f4df6b31f5:0x482fee86de030c0!8m2!3d40.980142!4d29.0215193!16s%2Fg%2F11g6q_jyhp!19sChIJ9TFr3_S4yhQRwDDgbej-ggQ?authuser=0&hl=tr&rclk=1
Brasserie Noir,"Suadiye, Bağdat Cad. 455 1 D:B, 34740 Kadıköy/İstanbul",(0216) 380 00 05,,N/A,https://www.google.com/maps/place/Brasserie+Noir/data=!4m7!3m6!1s0x14cac704487d1d37:0x3342db96f86dabad!8m2!3d40.9593499!4d29.0844223!16s%2Fg%2F11cjkq2h2p!19sChIJNx19SATHyhQRratt-JbbQjM?authuser=0&hl=tr&rclk=1
Boden,"Osmanağa, İhlas Sk. No:4/A, 34714 Kadıköy/İstanbul",,,N/A,https://www.google.com/maps/place/Boden/data=!4m7!3m6!1s0x14cab9e2ccce0c4f:0x13ff3a5b10ef3157!8m2!3d40.9871887!4d29.0316497!16s%2Fg%2F11hxn8v86d!19sChIJTwzOzOK5yhQRVzHvEFs6_xM?authuser=0&hl=tr&rclk=1
Kahve Dünyası - Göztepe,"Göztepe, Bağdat Cad. No:233, 34730 Kadıköy/İstanbul",0850 393 7070,"musterihizmetleri@altinmarkart.com, online@altinmarkaRT.com, altinkiliclarkahvekakao@hs03.kep.tr, u003eonline@altinmarkaRT.com",https://www.kahvedunyasi.com/,https://www.google.com/maps/place/Kahve+D%C3%BCnyas%C4%B1+-+G%C3%B6ztepe/data=!4m7!3m6!1s0x14caa3a04dcb0ea1:0xf1a318dfa5cb6981!8m2!3d40.971776!4d29.059857!16s%2Fg%2F1vg0syxt!19sChIJoQ7LTaCjyhQRgWnLpd8Yo_E?authuser=0&hl=tr&rclk=1
Kadıköyfal (Cafe 23),"Caferağa Mh.Moda Cd, Zuhal Sk. No:1-a, 34710 Kadıköy/İstanbul",0545 442 35 32,kadikoyfal@gmail.com,https://kadikoyfal.com/,https://www.google.com/maps/place/Kad%C4%B1k%C3%B6yfal+%28Cafe+23%29/data=!4m7!3m6!1s0x14cab9741b32495b:0x41966bdf6945c094!8m2!3d40.9871989!4d29.0254!16s%2Fg%2F11hz15w3lt!19sChIJW0kyG3S5yhQRlMBFad9rlkE?authuser=0&hl=tr&rclk=1
Halil Lahmacun,"Caferağa, Güneşli Bahçe Sok No:26, 34710 Kadıköy/İstanbul",(0216) 337 01 23,,N/A,https://www.google.com/maps/place/Halil+Lahmacun/data=!4m7!3m6!1s0x14cab867bc04e0d5:0xfb98c0df19635d5c!8m2!3d40.9896406!4d29.0245086!16s%2Fg%2F1vh8mc1c!19sChIJ1eAEvGe4yhQRXF1jGd_AmPs?authuser=0&hl=tr&rclk=1
